Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
ES91_Blue-049_Control-protein_21	74264697	86069012	84514184	33276731	58596138	1760.87	4740658	5565429	1173.98	20563428	13777576	670.0	506681601	4895103	9.66	12297643	152656	12.41	5.29	3.77	12593343	558190	44.32	28.62	18.37	1554828	68.08041203029029	6.466240137623515	16.00759167538719	5.68741627939217	0.17736464780146424	0.29564531308898956	0.3509567415506059	0.6485377106454993	1.5234681676141468	1.6008932459919487	1.8064898897642745	32123943	35773054	47606	101803	29212114	33220403	66639	753044
ES92_SEM19-76_MG-lipid_0	88070238	101921841	100376851	33276731	70919556	2131.21	4740658	6267767	1322.13	20563428	16084806	782.2	506681601	4973167	9.82	12297643	149988	12.2	5.24	3.74	12593343	700553	55.63	38.3	24.41	1544990	69.58229492734536	6.149581815344171	15.78151046153101	4.879392828078919	0.14715982220140628	0.24712858159616644	0.29421956771758073	0.6873433536193679	1.7216614052330552	1.797142773353162	1.5158576266298014	32123943	35773054	47996	101890	29212114	33220403	76932	1054196
ES93_SEM19-76_MG-lipid_14	83922890	97114098	95519799	33276731	65690831	1974.08	4740658	5873799	1239.03	20563428	16478551	801.35	506681601	5372232	10.6	12297643	171203	13.92	5.76	4.09	12593343	723258	57.43	37.23	23.68	1594299	67.64293995708017	6.048348407663736	16.968237711480366	5.53187653557777	0.17629057317713026	0.2849194974760513	0.33761730454418676	0.7447507775853512	1.7563505558173438	1.829303918366209	1.6416761652875569	32123943	35773054	51177	105494	29212114	33220403	70848	982406
ES94_SEM19-76_MG-lipid_21	87137834	100455799	98774858	33276731	67825988	2038.24	4740658	6402416	1350.53	20563428	16093909	782.65	506681601	6236186	12.31	12297643	160327	13.04	5.74	4.14	12593343	739369	58.71	39.16	25.11	1680941	67.51824053482467	6.373366260319129	16.02088596199409	6.207890497192701	0.1595995468614012	0.2747845348380535	0.33079922046113036	0.7360142543886391	1.785843144804413	1.875503473920903	1.6733140512873728	32123943	35773054	56270	115710	29212114	33220403	90069	1054614
ES95_610_MG-protein_14	87370758	101320428	99471489	33276731	68050475	2044.99	4740658	5836061	1231.07	20563428	16584824	806.52	506681601	6613448	13.05	12297643	227105	18.47	7.89	5.77	12593343	748044	59.4	39.9	25.64	1848939	67.16362765463248	5.760004290546424	16.368687270053776	6.527260228312498	0.2241453224023096	0.374459531497439	0.4570381404231731	0.7382953415869897	1.8042077358773099	1.8985391573750559	1.824843258656586	32123943	35773054	83669	152299	29212114	33220403	95577	1079987
ES96_610_MG-protein_21	86208407	99868588	98106679	33276731	66974754	2012.66	4740658	4795706	1011.61	20563428	17064729	829.86	506681601	7039989	13.89	12297643	136174	11.07	5.95	4.55	12593343	790706	62.79	38.74	24.88	1761909	67.06288267538137	4.8020164258255065	17.087183609725212	7.049252563779114	0.13635318444674516	0.2865465565609078	0.36497261781652507	0.79174644984467	1.7773025888780962	1.869464700952816	1.7642274065194554	32123943	35773054	78323	149996	29212114	33220403	92041	984261
ES97_SEM19-107_MG-protein_0	84449073	97305891	95468109	33276731	64840947	1948.54	4740658	5427613	1144.91	20563428	16802827	817.12	506681601	6283367	12.4	12297643	168970	13.74	6.19	4.45	12593343	700159	55.6	36.54	23.42	1837782	66.63619882993518	5.577887365524457	17.268047008582453	6.457334633521829	0.1736482737720371	0.3056587807206863	0.3663745291639126	0.7195443079597308	1.72015484653442	1.8054929480066113	1.8886646852655613	32123943	35773054	59080	128454	29212114	33220403	83039	973653
ES98_SEM19-107_MG-protein_14	99658153	114820818	112779523	33276731	75467244	2267.87	4740658	6157172	1298.8	20563428	19823547	964.02	506681601	8819186	17.41	12297643	242851	19.75	8.58	6.05	12593343	806510	64.04	42.23	27.02	2041295	65.72609855470634	5.362417815208389	17.26476726546226	7.680824918003982	0.2115043284223946	0.3590315825828727	0.42268641562891496	0.7024074676074856	1.6850689915830421	1.7653958884006555	1.7778091425894562	32123943	35773054	73089	169392	29212114	33220403	92232	1128300
ES99_SEM19-107_MG-protein_21	81480934	93955540	92051141	33276731	62808935	1887.47	4740658	5121190	1080.27	20563428	15640194	760.58	506681601	6514454	12.86	12297643	166710	13.56	5.98	4.28	12593343	628922	49.94	33.72	21.64	1904399	66.84963441219112	5.450652510751362	16.646377637763564	6.93354963422061	0.17743498680333272	0.3060937119833487	0.3650928939368557	0.6693825611560532	1.6443937206895944	1.7277778404551771	2.0269150706813033	32123943	35773054	55433	120882	29212114	33220403	78344	916077
ES9_172_Control-protein_0	81676722	94535884	92961345	33276731	64405177	1935.44	4740658	4689764	989.26	20563428	15682079	762.62	506681601	5885718	11.62	12297643	148213	12.05	5.41	3.97	12593343	784598	62.3	41.48	26.39	1574539	68.12775665164352	4.960829477196194	16.588493529081507	6.225908883445783	0.15677962031856602	0.2751822789323047	0.3367144691850557	0.8299472822404665	2.0101657905901638	2.0947506028504477	1.6655463865974958	32123943	35773054	58170	111933	29212114	33220403	79963	1115730
