Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
ES92_SEM19-76_MG-lipid_0_1 - Adapter 1	10249232	3193130	705954	108346	29399	1883	500	405	538	613	656	289	245	277	274	276	336	230	229	210	191	171	212	212	156	183	162	130	149	88	183	106	100	86	57	40	35	41	34	42	59	31	56	321	99	87	484	333	333	16186
ES92_SEM19-76_MG-lipid_0_2 - Adapter 1	11695240	3680353	1233978	188279	71101	5837	1178	481	685	983	990	446	532	467	313	456	573	211	458	181	237	244	283	291	184	192	204	126	167	104	179	97	105	80	53	61	34	35	26	29	31	14	25	6	20	9	44	26	17	244
ES93_SEM19-76_MG-lipid_14_1 - Adapter 1	9849530	3139486	683187	115797	30366	2109	677	614	832	877	964	478	509	481	433	493	507	434	372	404	356	277	346	359	330	282	259	259	232	159	260	164	178	110	121	72	55	47	51	51	86	26	34	62	36	96	226	190	257	9372
ES93_SEM19-76_MG-lipid_14_2 - Adapter 1	10981995	3512052	1194881	171601	59400	6750	1845	798	992	1384	1186	767	786	771	513	730	882	374	754	306	424	407	432	524	358	322	379	275	217	228	206	180	115	89	110	64	55	79	40	32	44	35	36	11	20	17	54	25	59	153
ES94_SEM19-76_MG-lipid_21_1 - Adapter 1	10571805	3196274	723116	115187	29183	2034	514	444	577	657	847	377	400	362	319	373	399	333	251	304	268	221	248	217	226	193	179	148	184	120	146	126	102	101	65	58	51	51	24	41	67	61	53	418	51	93	2321	4125	557	7038
ES94_SEM19-76_MG-lipid_21_2 - Adapter 1	11630637	3665067	1197256	187791	67216	6086	1303	601	825	1178	1108	658	602	621	347	542	679	292	566	225	308	294	343	310	257	232	272	166	187	118	176	107	141	81	60	83	58	61	21	22	47	27	20	4	24	15	56	28	20	200
ES95_610_MG-protein_14_1 - Adapter 1	10179705	3292652	725747	125883	32466	2352	638	572	822	818	850	424	450	505	397	422	479	372	272	354	293	280	330	287	303	245	231	218	184	140	160	155	131	113	116	69	66	52	34	39	82	29	18	72	31	104	713	228	138	5445
ES95_610_MG-protein_14_2 - Adapter 1	11394600	3646377	1194779	182935	59433	7821	1686	747	974	1423	1183	730	715	666	449	658	733	331	641	238	359	329	438	485	282	268	288	197	191	195	112	162	100	125	64	84	49	54	28	41	57	17	16	7	24	13	65	29	18	111
ES96_610_MG-protein_21_1 - Adapter 1	10363032	3183728	717585	126183	33016	2059	562	442	686	781	811	339	385	364	327	328	364	276	258	284	261	209	265	230	227	211	185	168	154	139	142	166	122	125	69	43	56	45	36	49	64	23	21	67	40	84	256	204	299	15507
ES96_610_MG-protein_21_2 - Adapter 1	11370044	3600694	1212757	193210	59961	6029	1493	588	961	1309	1124	653	690	529	409	539	601	293	503	222	357	260	371	360	242	237	269	184	190	149	140	105	143	109	58	43	75	43	37	29	40	18	25	5	20	14	70	36	25	135
ES97_SEM19-107_MG-protein_0_1 - Adapter 1	10184852	3073364	691387	114872	31453	2069	648	504	757	731	843	470	416	496	423	415	452	376	310	327	297	275	295	283	291	216	228	244	194	166	194	146	151	107	72	53	60	44	48	43	54	23	35	78	45	78	635	256	119	7299
ES97_SEM19-107_MG-protein_0_2 - Adapter 1	10909564	3525930	1128048	185205	59154	6066	1516	734	983	1296	1138	789	736	728	510	642	746	347	648	257	377	405	399	399	329	276	379	238	211	225	155	151	168	78	49	79	66	43	46	34	69	22	23	6	22	14	67	16	31	63
ES98_SEM19-107_MG-protein_14_1 - Adapter 1	11979489	3727390	826353	143994	39833	2697	834	713	967	915	1035	596	638	600	567	594	648	452	424	434	421	400	364	377	346	319	285	274	284	218	943	258	256	254	159	140	109	99	150	117	105	43	63	67	52	106	132	51	111	6611
ES98_SEM19-107_MG-protein_14_2 - Adapter 1	12569426	4162414	1319726	222309	69644	7825	2277	975	1233	1650	1409	885	1102	930	647	878	916	570	849	348	509	457	493	572	391	349	426	292	297	330	828	222	235	242	200	176	91	116	108	110	62	72	93	36	42	35	91	25	10	69
ES99_SEM19-107_MG-protein_21_1 - Adapter 1	9928078	2997365	667017	109180	30582	1973	611	513	744	759	768	436	412	523	392	446	452	333	290	375	287	262	274	289	270	197	220	170	208	128	209	152	145	111	95	71	66	56	34	59	57	30	55	292	51	126	2236	617	176	16720
ES99_SEM19-107_MG-protein_21_2 - Adapter 1	10566988	3412462	1099978	178591	58409	5580	1505	703	1016	1288	1178	745	686	724	443	709	737	410	653	293	369	353	409	453	298	247	283	185	222	129	202	129	147	128	83	71	77	38	45	43	39	24	35	5	27	14	54	27	22	148
ES9_172_Control-protein_0_1 - Adapter 1	9456129	3070246	670531	106668	28063	1622	522	368	596	668	734	338	315	292	305	274	296	244	221	269	258	205	207	209	217	173	154	131	170	125	156	106	112	92	63	55	55	32	38	31	52	20	24	103	28	48	857	214	89	5288
ES9_172_Control-protein_0_2 - Adapter 1	10280882	3327950	980512	159290	61987	6239	1240	537	813	998	1085	532	532	458	360	507	493	306	428	240	332	311	306	327	244	188	218	144	180	118	189	94	129	87	57	56	60	45	36	47	68	20	37	11	18	9	55	15	21	120
