Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	keep_duplicates	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_bootstraps	num_processed	num_mapped	num_decoy_fragments	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	call	start_time	end_time
ES47_Blue-45_MG-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	268.89366124753565	96.55636210268031	False	False	4096	mapping	False	41223	685	74881	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	42958034	34799662	641592	82805	947594	5656074	81.00850704666792	quant	Tue Feb 07 19:21:29 2023	Tue Feb 07 19:23:27 2023
ES48_Blue-45_MG-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	262.25247412424795	90.77222950526144	False	False	4096	mapping	False	41223	685	73316	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	45278509	37080698	638056	86574	1056149	5424407	81.89469754845506	quant	Tue Feb 07 15:30:49 2023	Tue Feb 07 15:32:42 2023
ES49_Blue-024_Control-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	258.92848920604825	89.27373899692817	False	False	4096	mapping	False	41223	685	66068	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	44137819	36721931	625001	69029	1139724	7180545	83.19833610265157	quant	Tue Feb 07 17:59:19 2023	Tue Feb 07 18:01:07 2023
ES4_164_Control-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	276.1863398863379	86.84406154206319	False	False	4096	mapping	False	41223	685	71351	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	44689423	37343677	598651	74881	1199067	6393200	83.56267432676407	quant	Tue Feb 07 15:32:44 2023	Tue Feb 07 15:34:35 2023
ES50_Blue-024_Control-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	286.9178834355601	91.05750005919623	False	False	4096	mapping	False	41223	685	68293	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	39381819	32374108	559633	63376	1028422	7228882	82.20572036045364	quant	Tue Feb 07 18:12:16 2023	Tue Feb 07 18:14:01 2023
ES51_Blue-024_Control-protein_21	1.9.0	none	vb	[]	1	['ISR']	1001	282.7820783821587	90.23427174988758	False	False	4096	mapping	False	41223	685	63222	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	38246257	31566639	515078	61911	957590	5671205	82.53523736976406	quant	Tue Feb 07 18:47:25 2023	Tue Feb 07 18:49:04 2023
ES52_SEM19-1481_MG-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	279.5965120171262	95.76488759556493	False	False	4096	mapping	False	41223	685	74289	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	45008389	37329860	628820	73075	1005259	6169399	82.93978262585671	quant	Tue Feb 07 15:28:52 2023	Tue Feb 07 15:30:47 2023
ES53_SEM19-74_MG-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	264.1870628086321	78.80799463674583	False	False	4096	mapping	False	41223	685	74102	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	41111599	34623515	574798	64143	1019329	5039374	84.21836134371713	quant	Tue Feb 07 18:04:57 2023	Tue Feb 07 18:06:37 2023
ES54_SEM19-74_MG-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	269.8226596723248	87.52609765217788	False	False	4096	mapping	False	41223	685	74264	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	42613093	35806514	575561	68388	1007760	5924671	84.02702427631807	quant	Tue Feb 07 18:54:20 2023	Tue Feb 07 18:56:01 2023
ES55_SEM19-74_MG-protein_21	1.9.0	none	vb	[]	1	['ISR']	1001	259.40713491597967	91.07128402002014	False	False	4096	mapping	False	41223	685	69548	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	37985500	31396821	534401	61014	962140	6132994	82.65475247133774	quant	Tue Feb 07 18:49:12 2023	Tue Feb 07 18:50:50 2023
ES56_Blue-050_Control-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	260.2020085863099	78.49932903367234	False	False	4096	mapping	False	41223	685	64536	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	48539101	39114552	648094	62878	1479639	6432598	80.58359383293893	quant	Tue Feb 07 18:45:11 2023	Tue Feb 07 18:47:22 2023
ES57_Blue-031_MG-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	253.3128456297447	75.44366751903343	False	False	4096	mapping	False	41223	685	68522	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	52601510	43985368	764655	80348	1365560	6657925	83.61997212627547	quant	Tue Feb 07 19:19:28 2023	Tue Feb 07 19:21:25 2023
ES58_Blue-032_MG-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	291.3782186442941	92.39863401247152	False	False	4096	mapping	False	41223	685	79592	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	49924149	40652354	736899	76952	1329812	8128668	81.42823626297566	quant	Tue Feb 07 17:55:23 2023	Tue Feb 07 17:57:23 2023
ES59_Blue-032_MG-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	280.03087601377234	95.13549196709091	False	False	4096	mapping	False	41223	685	79166	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	47179598	39036728	657810	74333	1163171	6623916	82.74069651886394	quant	Tue Feb 07 18:30:54 2023	Tue Feb 07 18:32:58 2023
ES5_164_Control-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	263.77885507910014	90.37844719128083	False	False	4096	mapping	False	41223	685	69135	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	42016396	34471678	585319	78399	1014098	5609691	82.04339563060097	quant	Tue Feb 07 14:18:58 2023	Tue Feb 07 14:20:52 2023
ES60_Blue-032_MG-protein_21	1.9.0	none	vb	[]	1	['ISR']	1001	301.66083760823454	94.0630487373483	False	False	4096	mapping	False	41223	685	77984	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	42423466	34707692	635956	64777	1054427	6960118	81.81248557107521	quant	Tue Feb 07 18:10:23 2023	Tue Feb 07 18:12:09 2023
ES61_Blue-035_MG-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	266.41111373155206	94.80786853617126	False	False	4096	mapping	False	41223	685	72125	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	38833828	31830443	503260	67438	793416	4261167	81.96576191252637	quant	Tue Feb 07 17:26:13 2023	Tue Feb 07 17:27:58 2023
ES62_Blue-035_MG-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	289.9291699005237	90.17461091560442	False	False	4096	mapping	False	41223	685	75179	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	44461260	36246415	601529	70763	1057379	5962398	81.52358929998836	quant	Tue Feb 07 18:56:04 2023	Tue Feb 07 18:57:54 2023
ES63_Blue-035_MG-protein_21	1.9.0	none	vb	[]	1	['ISR']	1001	271.317479428639	83.58525703077822	False	False	4096	mapping	False	41223	685	72531	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	40924838	33010994	584072	76470	1019518	5304866	80.66249156563552	quant	Tue Feb 07 19:30:42 2023	Tue Feb 07 19:32:22 2023
ES64_SEM19-1481_MG-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	277.71976022854017	95.27160792346301	False	False	4096	mapping	False	41223	685	70827	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	46288452	38526424	680852	74740	1121741	6097259	83.23117826450537	quant	Tue Feb 07 18:01:12 2023	Tue Feb 07 18:03:00 2023
ES65_106_NA_0	1.9.0	none	vb	[]	1	['ISR']	1001	267.37636892016366	75.79842584913523	False	False	4096	mapping	False	41223	685	70631	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	45434465	37279241	683245	75410	1304832	6320305	82.05057768370332	quant	Tue Feb 07 19:04:09 2023	Tue Feb 07 19:06:05 2023
ES66_617_Control-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	276.2704414171179	84.73474143979027	False	False	4096	mapping	False	41223	685	69413	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	42894801	35788091	636369	67153	1218783	6100253	83.43223459644912	quant	Tue Feb 07 18:52:33 2023	Tue Feb 07 18:54:17 2023
ES67_Blue-037_MG-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	309.27542958121575	96.41157310853565	False	False	4096	mapping	False	41223	685	81794	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	42665345	33953687	645114	71923	1019946	7492978	79.5814190650515	quant	Tue Feb 07 19:25:04 2023	Tue Feb 07 19:26:57 2023
ES68_Blue-037_MG-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	301.80779887040256	91.8038912406417	False	False	4096	mapping	False	41223	685	74783	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	38449776	31028961	543387	65165	973343	5731667	80.69997859025239	quant	Tue Feb 07 19:10:12 2023	Tue Feb 07 19:11:49 2023
ES69_Blue-037_MG-protein_21	1.9.0	none	vb	[]	1	['ISR']	1001	302.5090101819307	93.30128024029214	False	False	4096	mapping	False	41223	685	78851	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	41173395	32770391	627923	86669	1091640	6804408	79.59118017836518	quant	Tue Feb 07 19:11:52 2023	Tue Feb 07 19:13:36 2023
ES6_164_Control-protein_21	1.9.0	none	vb	[]	1	['ISR']	1001	303.66242662685244	93.61342889909808	False	False	4096	mapping	False	41223	685	82644	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	41216864	33229219	599145	77214	1019750	5705363	80.62044458307163	quant	Tue Feb 07 19:27:00 2023	Tue Feb 07 19:28:48 2023
